HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.answerGroups,Input.answerQuestions,Input.imgUrl,Input.questionStr,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Turkle.Username,NumberOfSimilarHITs,Description,RequesterAnnotation,AutoApprovalDelayInSeconds,Last30DaysApprovalRate,AutoApprovalTime,LifetimeInSeconds,Reward,RequesterFeedback,Approve,ApprovalTime,Last7DaysApprovalRate,RejectionTime,AssignmentStatus,LifetimeApprovalRate,Input.question_id,Reject,Keywords,Expiration
476698,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22365,141,Sat Feb 26 20:41:36 UTC 2022,Sat Feb 26 20:41:43 UTC 2022,7,"[[{""id"": ""g0.0"", ""content"": ""purple pink""}, {""id"": ""g0.1"", ""content"": ""purple fuschia""}, {""id"": ""g0.2"", ""content"": ""purple""}], [{""id"": ""g1.0"", ""content"": ""purple and pink""}, {""id"": ""g1.1"", ""content"": ""purple, orange and violet""}, {""id"": ""g1.2"", ""content"": ""green""}, {""id"": ""g1.3"", ""content"": ""blue and pink""}, {""id"": ""g1.4"", ""content"": ""blue, pink, white and yellow""}]]","[""What color are the flowers?"", ""What color are the flowers?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000191972.jpg""","""What color are the flowers?""","[[{""id"":""g0.0"",""content"":""purple pink""},{""id"":""g0.1"",""content"":""purple fuschia""},{""id"":""g0.2"",""content"":""purple""}],[{""id"":""g1.0"",""content"":""purple and pink""},{""id"":""g1.1"",""content"":""purple, orange and violet""},{""id"":""g1.2"",""content"":""green""},{""id"":""g1.3"",""content"":""blue and pink""},{""id"":""g1.4"",""content"":""blue, pink, white and yellow""}]]","[""What color are the flowers?"",""What color are the flowers?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476698,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22467,139,Wed Mar 02 19:14:40 UTC 2022,Wed Mar 02 19:14:44 UTC 2022,4,"[[{""id"": ""g0.0"", ""content"": ""purple pink""}, {""id"": ""g0.1"", ""content"": ""purple fuschia""}, {""id"": ""g0.2"", ""content"": ""purple""}], [{""id"": ""g1.0"", ""content"": ""purple and pink""}, {""id"": ""g1.1"", ""content"": ""purple, orange and violet""}, {""id"": ""g1.2"", ""content"": ""green""}, {""id"": ""g1.3"", ""content"": ""blue and pink""}, {""id"": ""g1.4"", ""content"": ""blue, pink, white and yellow""}]]","[""What color are the flowers?"", ""What color are the flowers?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000191972.jpg""","""What color are the flowers?""","[[{""id"":""g0.0"",""content"":""purple pink""},{""id"":""g0.1"",""content"":""purple fuschia""},{""id"":""g0.2"",""content"":""purple""}],[{""id"":""g1.0"",""content"":""purple and pink""},{""id"":""g1.1"",""content"":""purple, orange and violet""},{""id"":""g1.2"",""content"":""green""},{""id"":""g1.3"",""content"":""blue and pink""},{""id"":""g1.4"",""content"":""blue, pink, white and yellow""}]]","[""What color are the flowers?"",""What color are the flowers?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476699,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22198,52,Thu Feb 24 13:15:17 UTC 2022,Thu Feb 24 13:15:35 UTC 2022,18,"[[{""id"": ""g0.0"", ""content"": ""in food""}, {""id"": ""g0.1"", ""content"": ""on top of food item""}, {""id"": ""g0.2"", ""content"": ""cutting food""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000208880.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in food""},{""id"":""g0.1"",""content"":""on top of food item""},{""id"":""g0.2"",""content"":""cutting food""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""}]]","[""Where is the knife blade?"",""Where is the knife handle?""]",false,,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476699,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:08 PDT 2022,10,3600,3W8CV64QJ34VUYJZU7CTJJM08U7H9S,A2L9763BW12NLA,Fri Apr 08 16:24:44 PDT 2022,Fri Apr 08 16:25:12 PDT 2022,28,"[[{""id"": ""g0.0"", ""content"": ""in butter tray""}, {""id"": ""g0.1"", ""content"": ""next to butter""}, {""id"": ""g0.2"", ""content"": ""with butter""}, {""id"": ""g0.3"", ""content"": ""beside butter""}, {""id"": ""g0.4"", ""content"": ""by butter""}], [{""id"": ""g1.0"", ""content"": ""butter""}], [{""id"": ""g2.0"", ""content"": ""on table""}]]","[""Where is the knife?"", ""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000385276.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in butter tray""},{""id"":""g1.0"",""content"":""butter""},{""id"":""g0.1"",""content"":""next to butter""},{""id"":""g0.2"",""content"":""with butter""},{""id"":""g0.3"",""content"":""beside butter""},{""id"":""g0.4"",""content"":""by butter""}],[{""id"":""g2.0"",""content"":""on table""}]]","[""What is the knife next to?"",""What furniture is the knife on?""]",false,,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:25:12 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),385276000,,"images, questions, language",Fri Apr 15 12:36:08 PDT 2022
476699,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22366,141,Sat Feb 26 20:41:43 UTC 2022,Sat Feb 26 20:42:17 UTC 2022,34,"[[{""id"": ""g0.0"", ""content"": ""in food""}, {""id"": ""g0.1"", ""content"": ""on top of food item""}, {""id"": ""g0.2"", ""content"": ""cutting food""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000208880.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in food""},{""id"":""g0.1"",""content"":""on top of food item""},{""id"":""g0.2"",""content"":""cutting food""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""}]]","[""Where is the knife cutting?"",""What is the knife being held by?""]",false,,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476699,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22468,139,Wed Mar 02 19:14:44 UTC 2022,Wed Mar 02 19:15:05 UTC 2022,21,"[[{""id"": ""g0.0"", ""content"": ""in food""}, {""id"": ""g0.1"", ""content"": ""on top of food item""}, {""id"": ""g0.2"", ""content"": ""cutting food""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000208880.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in food""},{""id"":""g0.1"",""content"":""on top of food item""},{""id"":""g0.2"",""content"":""cutting food""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""}]]","[""Where is the knife?"",""Where is the knife?""]",true,value,"""All answers to the same question (multiple answers)""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476700,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22199,52,Thu Feb 24 13:15:35 UTC 2022,Thu Feb 24 13:15:42 UTC 2022,7,"[[{""id"": ""g0.0"", ""content"": ""i can't tell""}, {""id"": ""g0.1"", ""content"": ""can't see them""}], [{""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}], [{""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g2.1"", ""content"": ""no shown""}], [{""id"": ""g3.0"", ""content"": ""black""}], [{""id"": ""g4.0"", ""content"": ""white""}]]","[""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000217591.jpg""","""What color are the boy's shoes?""","[[{""id"":""g0.0"",""content"":""i can't tell""},{""id"":""g0.1"",""content"":""can't see them""}],[{""id"":""g1.0"",""content"":""shoes are not visible""},{""id"":""g1.1"",""content"":""no shoes""}],[{""id"":""g2.0"",""content"":""none""},{""id"":""g2.1"",""content"":""no shown""}],[{""id"":""g3.0"",""content"":""black""}],[{""id"":""g4.0"",""content"":""white""}]]","[""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476700,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:07 PDT 2022,10,3600,3CTOC39K38VN7LQW3AHUH0B9QWNJ7N,A2L9763BW12NLA,Fri Apr 08 16:23:25 PDT 2022,Fri Apr 08 16:23:34 PDT 2022,9,"[[{""id"": ""g0.0"", ""content"": ""can't see them""}, {""id"": ""g0.1"", ""content"": ""i can't tell""}], [{""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}], [{""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g2.1"", ""content"": ""no shown""}], [{""id"": ""g3.0"", ""content"": ""black""}], [{""id"": ""g4.0"", ""content"": ""white""}]]","[""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000217591.jpg""","""What color are the boy's shoes?""","[[{""id"":""g0.0"",""content"":""can't see them""},{""id"":""g0.1"",""content"":""i can't tell""}],[{""id"":""g1.0"",""content"":""shoes are not visible""},{""id"":""g1.1"",""content"":""no shoes""}],[{""id"":""g2.0"",""content"":""none""},{""id"":""g2.1"",""content"":""no shown""}]]","[""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:23:34 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),217591002,,"images, questions, language",Fri Apr 15 12:36:07 PDT 2022
476700,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22368,141,Sat Feb 26 20:42:17 UTC 2022,Sat Feb 26 20:42:25 UTC 2022,8,"[[{""id"": ""g0.0"", ""content"": ""i can't tell""}, {""id"": ""g0.1"", ""content"": ""can't see them""}], [{""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}], [{""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g2.1"", ""content"": ""no shown""}], [{""id"": ""g3.0"", ""content"": ""black""}], [{""id"": ""g4.0"", ""content"": ""white""}]]","[""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000217591.jpg""","""What color are the boy's shoes?""","[[{""id"":""g0.0"",""content"":""i can't tell""},{""id"":""g0.1"",""content"":""can't see them""}],[{""id"":""g1.0"",""content"":""shoes are not visible""},{""id"":""g1.1"",""content"":""no shoes""}],[{""id"":""g2.0"",""content"":""none""},{""id"":""g2.1"",""content"":""no shown""}],[{""id"":""g3.0"",""content"":""black""}],[{""id"":""g4.0"",""content"":""white""}]]","[""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476700,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22469,139,Wed Mar 02 19:15:05 UTC 2022,Wed Mar 02 19:15:16 UTC 2022,11,"[[{""id"": ""g0.0"", ""content"": ""i can't tell""}, {""id"": ""g0.1"", ""content"": ""can't see them""}], [{""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}], [{""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g2.1"", ""content"": ""no shown""}], [{""id"": ""g3.0"", ""content"": ""black""}], [{""id"": ""g4.0"", ""content"": ""white""}]]","[""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000217591.jpg""","""What color are the boy's shoes?""","[[{""id"":""g0.0"",""content"":""i can't tell""},{""id"":""g0.1"",""content"":""can't see them""}],[{""id"":""g1.0"",""content"":""shoes are not visible""},{""id"":""g1.1"",""content"":""no shoes""}],[{""id"":""g2.0"",""content"":""none""},{""id"":""g2.1"",""content"":""no shown""}]]","[""What color are the boy's shoes?"",""What color are the boy's shoes?"",""What color are the boy's shoes?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476701,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22200,52,Thu Feb 24 13:15:42 UTC 2022,Thu Feb 24 13:15:48 UTC 2022,6,"[[{""id"": ""g0.0"", ""content"": ""pictures crooked""}, {""id"": ""g0.1"", ""content"": ""camera was crooked""}, {""id"": ""g0.2"", ""content"": ""picture crooked""}, {""id"": ""g0.3"", ""content"": ""crooked camera""}], [{""id"": ""g1.0"", ""content"": ""picture was taken at angle""}, {""id"": ""g1.1"", ""content"": ""picture is taken sideways""}, {""id"": ""g1.2"", ""content"": ""photo taken on angle""}, {""id"": ""g1.3"", ""content"": ""camera angle makes it appear so""}, {""id"": ""g1.4"", ""content"": ""yes""}]]","[""Why is the sign leaning to the left?"", ""Why is the sign leaning to the left?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000219173.jpg""","""Why is the sign leaning to the left?""","[[{""id"":""g0.0"",""content"":""pictures crooked""},{""id"":""g0.1"",""content"":""camera was crooked""},{""id"":""g0.2"",""content"":""picture crooked""},{""id"":""g0.3"",""content"":""crooked camera""}],[{""id"":""g1.0"",""content"":""picture was taken at angle""},{""id"":""g1.1"",""content"":""picture is taken sideways""},{""id"":""g1.2"",""content"":""photo taken on angle""},{""id"":""g1.3"",""content"":""camera angle makes it appear so""},{""id"":""g1.4"",""content"":""yes""}]]","[""Why is the sign leaning to the left?"",""Why is the sign leaning to the left?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476701,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:07 PDT 2022,10,3600,3PDJHANYK6L8CFH1W09HZ9VYITZ6H6,A2L9763BW12NLA,Fri Apr 08 16:22:18 PDT 2022,Fri Apr 08 16:22:24 PDT 2022,6,"[[{""id"": ""g0.0"", ""content"": ""crooked camera""}, {""id"": ""g0.1"", ""content"": ""picture crooked""}, {""id"": ""g0.2"", ""content"": ""camera was crooked""}, {""id"": ""g0.3"", ""content"": ""pictures crooked""}], [{""id"": ""g1.0"", ""content"": ""picture is taken sideways""}, {""id"": ""g1.1"", ""content"": ""yes""}, {""id"": ""g1.2"", ""content"": ""picture was taken at angle""}, {""id"": ""g1.3"", ""content"": ""photo taken on angle""}, {""id"": ""g1.4"", ""content"": ""camera angle makes it appear so""}]]","[""Why is the sign leaning to the left?"", ""Why is the sign leaning to the left?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000219173.jpg""","""Why is the sign leaning to the left?""","[[{""id"":""g0.0"",""content"":""crooked camera""},{""id"":""g0.1"",""content"":""picture crooked""},{""id"":""g0.2"",""content"":""camera was crooked""},{""id"":""g0.3"",""content"":""pictures crooked""}],[{""id"":""g1.0"",""content"":""picture is taken sideways""},{""id"":""g1.2"",""content"":""picture was taken at angle""},{""id"":""g1.3"",""content"":""photo taken on angle""},{""id"":""g1.4"",""content"":""camera angle makes it appear so""}]]","[""Why is the sign leaning to the left?"",""Why is the sign leaning to the left?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:22:24 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),219173000,,"images, questions, language",Fri Apr 15 12:36:07 PDT 2022
476701,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22369,141,Sat Feb 26 20:42:25 UTC 2022,Sat Feb 26 20:42:39 UTC 2022,14,"[[{""id"": ""g0.0"", ""content"": ""pictures crooked""}, {""id"": ""g0.1"", ""content"": ""camera was crooked""}, {""id"": ""g0.2"", ""content"": ""picture crooked""}, {""id"": ""g0.3"", ""content"": ""crooked camera""}], [{""id"": ""g1.0"", ""content"": ""picture was taken at angle""}, {""id"": ""g1.1"", ""content"": ""picture is taken sideways""}, {""id"": ""g1.2"", ""content"": ""photo taken on angle""}, {""id"": ""g1.3"", ""content"": ""camera angle makes it appear so""}, {""id"": ""g1.4"", ""content"": ""yes""}]]","[""Why is the sign leaning to the left?"", ""Why is the sign leaning to the left?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000219173.jpg""","""Why is the sign leaning to the left?""","[[{""id"":""g0.0"",""content"":""pictures crooked""},{""id"":""g0.1"",""content"":""camera was crooked""},{""id"":""g0.2"",""content"":""picture crooked""},{""id"":""g0.3"",""content"":""crooked camera""}],[{""id"":""g1.0"",""content"":""picture was taken at angle""},{""id"":""g1.1"",""content"":""picture is taken sideways""},{""id"":""g1.2"",""content"":""photo taken on angle""},{""id"":""g1.3"",""content"":""camera angle makes it appear so""}]]","[""Why is the sign leaning to the left?"",""Why is the sign leaning to the left?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476701,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22470,139,Wed Mar 02 19:15:17 UTC 2022,Wed Mar 02 19:15:29 UTC 2022,12,"[[{""id"": ""g0.0"", ""content"": ""pictures crooked""}, {""id"": ""g0.1"", ""content"": ""camera was crooked""}, {""id"": ""g0.2"", ""content"": ""picture crooked""}, {""id"": ""g0.3"", ""content"": ""crooked camera""}], [{""id"": ""g1.0"", ""content"": ""picture was taken at angle""}, {""id"": ""g1.1"", ""content"": ""picture is taken sideways""}, {""id"": ""g1.2"", ""content"": ""photo taken on angle""}, {""id"": ""g1.3"", ""content"": ""camera angle makes it appear so""}, {""id"": ""g1.4"", ""content"": ""yes""}]]","[""Why is the sign leaning to the left?"", ""Why is the sign leaning to the left?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000219173.jpg""","""Why is the sign leaning to the left?""","[[{""id"":""g0.0"",""content"":""pictures crooked""},{""id"":""g0.1"",""content"":""camera was crooked""},{""id"":""g0.2"",""content"":""picture crooked""},{""id"":""g0.3"",""content"":""crooked camera""}],[{""id"":""g1.0"",""content"":""picture was taken at angle""},{""id"":""g1.1"",""content"":""picture is taken sideways""},{""id"":""g1.2"",""content"":""photo taken on angle""},{""id"":""g1.3"",""content"":""camera angle makes it appear so""}]]","[""Why is the sign leaning to the left?"",""Why is the sign leaning to the left?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476702,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22201,52,Thu Feb 24 13:15:48 UTC 2022,Thu Feb 24 13:15:55 UTC 2022,7,"[[{""id"": ""g0.0"", ""content"": ""fuschia""}, {""id"": ""g0.1"", ""content"": ""pink""}, {""id"": ""g0.2"", ""content"": ""purple""}], [{""id"": ""g1.0"", ""content"": ""red""}, {""id"": ""g1.1"", ""content"": ""pink blue white and black""}, {""id"": ""g1.2"", ""content"": ""pink, white , black, and blue""}, {""id"": ""g1.3"", ""content"": ""pink, blue, black and white""}, {""id"": ""g1.4"", ""content"": ""pink, black, blue, white""}]]","[""What color is her dress?"", ""What color is her dress?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000227713.jpg""","""What color is her dress?""","[[{""id"":""g0.0"",""content"":""fuschia""},{""id"":""g0.1"",""content"":""pink""},{""id"":""g0.2"",""content"":""purple""}],[{""id"":""g1.0"",""content"":""red""},{""id"":""g1.1"",""content"":""pink blue white and black""},{""id"":""g1.2"",""content"":""pink, white , black, and blue""},{""id"":""g1.3"",""content"":""pink, blue, black and white""},{""id"":""g1.4"",""content"":""pink, black, blue, white""}]]","[""What color is her dress?"",""What color is her dress?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476702,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:07 PDT 2022,10,3600,3OF2M9AATHT12F2K4Q9P9Z4LFE2ZKW,A2L9763BW12NLA,Fri Apr 08 16:33:00 PDT 2022,Fri Apr 08 16:33:07 PDT 2022,7,"[[{""id"": ""g0.0"", ""content"": ""purple""}, {""id"": ""g0.1"", ""content"": ""pink""}, {""id"": ""g0.2"", ""content"": ""fuschia""}], [{""id"": ""g1.0"", ""content"": ""red""}, {""id"": ""g1.1"", ""content"": ""pink, black, blue, white""}, {""id"": ""g1.2"", ""content"": ""pink, blue, black and white""}, {""id"": ""g1.3"", ""content"": ""pink blue white and black""}, {""id"": ""g1.4"", ""content"": ""pink, white , black, and blue""}]]","[""What color is her dress?"", ""What color is her dress?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000227713.jpg""","""What color is her dress?""","[[{""id"":""g0.0"",""content"":""purple""},{""id"":""g0.1"",""content"":""pink""},{""id"":""g0.2"",""content"":""fuschia""}],[{""id"":""g1.0"",""content"":""red""},{""id"":""g1.1"",""content"":""pink, black, blue, white""},{""id"":""g1.2"",""content"":""pink, blue, black and white""},{""id"":""g1.3"",""content"":""pink blue white and black""},{""id"":""g1.4"",""content"":""pink, white , black, and blue""}]]","[""What color is her dress?"",""What color is her dress?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:33:07 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),227713000,,"images, questions, language",Fri Apr 15 12:36:07 PDT 2022
476702,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22370,141,Sat Feb 26 20:42:39 UTC 2022,Sat Feb 26 20:42:45 UTC 2022,6,"[[{""id"": ""g0.0"", ""content"": ""fuschia""}, {""id"": ""g0.1"", ""content"": ""pink""}, {""id"": ""g0.2"", ""content"": ""purple""}], [{""id"": ""g1.0"", ""content"": ""red""}, {""id"": ""g1.1"", ""content"": ""pink blue white and black""}, {""id"": ""g1.2"", ""content"": ""pink, white , black, and blue""}, {""id"": ""g1.3"", ""content"": ""pink, blue, black and white""}, {""id"": ""g1.4"", ""content"": ""pink, black, blue, white""}]]","[""What color is her dress?"", ""What color is her dress?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000227713.jpg""","""What color is her dress?""","[[{""id"":""g0.0"",""content"":""fuschia""},{""id"":""g0.1"",""content"":""pink""},{""id"":""g0.2"",""content"":""purple""}],[{""id"":""g1.0"",""content"":""red""},{""id"":""g1.1"",""content"":""pink blue white and black""},{""id"":""g1.2"",""content"":""pink, white , black, and blue""},{""id"":""g1.3"",""content"":""pink, blue, black and white""},{""id"":""g1.4"",""content"":""pink, black, blue, white""}]]","[""What color is her dress?"",""What color is her dress?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
