HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.answerGroups,Input.answerQuestions,Input.imgUrl,Input.questionStr,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Turkle.Username,RequesterAnnotation,AutoApprovalTime,Last30DaysApprovalRate,LifetimeApprovalRate,RequesterFeedback,Reject,Keywords,NumberOfSimilarHITs,AssignmentStatus,Expiration,Description,Last7DaysApprovalRate,ApprovalTime,RejectionTime,AutoApprovalDelayInSeconds,Input.question_id,LifetimeInSeconds,Reward,Approve
476695,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A005,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""near shed""}, {""id"": ""g0.1"", ""content"": ""side of truck""}, {""id"": ""g0.2"", ""content"": ""front of cylinder""}, {""id"": ""g0.3"", ""content"": ""behind truck""}], [{""id"": ""g1.0"", ""content"": ""none""}, {""id"": ""g1.1"", ""content"": ""no ladder""}, {""id"": ""g1.2"", ""content"": ""nowhere""}, {""id"": ""g1.3"", ""content"": ""i don't see one""}]]","[""Where is a silver ladder?"", ""Where is a silver ladder?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000176087.jpg""","""Where is a silver ladder?""","[[{""id"": ""g0.0"", ""content"": ""near shed""}, {""id"": ""g0.2"", ""content"": ""front of cylinder""}], [{""id"": ""g0.1"", ""content"": ""side of truck""}, {""id"": ""g0.3"", ""content"": ""behind truck""}]]","[""What structure is a silver ladder near?"", ""Where is silver ladder near the vehicle?""]",false,,,A005,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,176087007,placeholder,placeholder,placeholder
476695,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22357,A007,Sat Feb 26 20:34:21 UTC 2022,Sat Feb 26 20:36:18 UTC 2022,117,"[[{""id"": ""g0.0"", ""content"": ""near shed""}, {""id"": ""g0.1"", ""content"": ""front of cylinder""}, {""id"": ""g0.2"", ""content"": ""side of truck""}, {""id"": ""g0.3"", ""content"": ""behind truck""}], [{""id"": ""g1.0"", ""content"": ""i don't see one""}, {""id"": ""g1.1"", ""content"": ""no ladder""}, {""id"": ""g1.2"", ""content"": ""none""}, {""id"": ""g1.3"", ""content"": ""nowhere""}]]","[""Where is a silver ladder?"", ""Where is a silver ladder?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000176087.jpg""","""Where is a silver ladder?""","[[{""id"":""g0.0"",""content"":""near shed""},{""id"":""g0.1"",""content"":""front of cylinder""}],[{""id"":""g0.3"",""content"":""behind truck""},{""id"":""g0.2"",""content"":""side of truck""}]]","[""Where is a silver ladder relative to objects in the background?"",""Where is the silver ladder relative to the truck?""]",false,,"""All answer the same question""",A007,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,176087007,placeholder,placeholder,placeholder
476697,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22196,A001,Thu Feb 24 13:14:06 UTC 2022,Thu Feb 24 13:15:03 UTC 2022,57,"[[{""id"": ""g0.0"", ""content"": ""on table""}], [{""id"": ""g1.0"", ""content"": ""on paper""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug on newspaper""}, {""id"": ""g2.1"", ""content"": ""on newspaper""}], [{""id"": ""g3.0"", ""content"": ""behind plate""}, {""id"": ""g3.1"", ""content"": ""above plate""}], [{""id"": ""g4.0"", ""content"": ""next to cup""}, {""id"": ""g4.1"", ""content"": ""next to drink""}]]","[""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000321960.jpg""","""Where is the phone?""","[[{""id"":""g2.1"",""content"":""on newspaper""},{""id"":""g1.0"",""content"":""on paper""},{""id"":""g0.0"",""content"":""on table""}],[{""id"":""g2.0"",""content"":""by coffee mug on newspaper""},{""id"":""g3.1"",""content"":""above plate""},{""id"":""g3.0"",""content"":""behind plate""},{""id"":""g4.0"",""content"":""next to cup""},{""id"":""g4.1"",""content"":""next to drink""}]]","[""What is the phone on?"",""Where is the phone relative to other objects?""]",false,,"""All answer the same question""",A001,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,321960001,placeholder,placeholder,placeholder
476697,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A004,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""on laptop""}, {""id"": ""g0.1"", ""content"": ""on right laptop""}], [{""id"": ""g1.0"", ""content"": ""there is none""}], [{""id"": ""g2.0"", ""content"": ""on computer""}], [{""id"": ""g3.0"", ""content"": ""na""}], [{""id"": ""g4.0"", ""content"": ""on table""}], [{""id"": ""g5.0"", ""content"": ""wall""}]]","[""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000321960.jpg""","""Where is the phone?""","[[{""id"": ""g0.0"", ""content"": ""on laptop""}, {""id"": ""g2.0"", ""content"": ""on computer""}, {""id"": ""g0.1"", ""content"": ""on right laptop""}], [{""id"": ""g1.0"", ""content"": ""there is none""}], [{""id"": ""g4.0"", ""content"": ""on table""}]]","[""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?""]",false,,,A004,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,321960001,placeholder,placeholder,placeholder
476697,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A003,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""on laptop""}, {""id"": ""g0.1"", ""content"": ""on right laptop""}], [{""id"": ""g1.0"", ""content"": ""there is none""}], [{""id"": ""g2.0"", ""content"": ""on computer""}], [{""id"": ""g3.0"", ""content"": ""na""}], [{""id"": ""g4.0"", ""content"": ""on table""}], [{""id"": ""g5.0"", ""content"": ""wall""}]]","[""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000321960.jpg""","""Where is the phone?""","[[{""id"": ""g0.0"", ""content"": ""on laptop""}, {""id"": ""g2.0"", ""content"": ""on computer""}, {""id"": ""g0.1"", ""content"": ""on right laptop""}], [{""id"": ""g4.0"", ""content"": ""on table""}, {""id"": ""g5.0"", ""content"": ""wall""}]]","[""Where is the phone placed?"", ""Where is the phone in the room?""]",false,,,A003,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,321960001,placeholder,placeholder,placeholder
476697,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A005,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""on laptop""}, {""id"": ""g0.1"", ""content"": ""on right laptop""}], [{""id"": ""g1.0"", ""content"": ""there is none""}], [{""id"": ""g2.0"", ""content"": ""on computer""}], [{""id"": ""g3.0"", ""content"": ""na""}], [{""id"": ""g4.0"", ""content"": ""on table""}], [{""id"": ""g5.0"", ""content"": ""wall""}]]","[""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000321960.jpg""","""Where is the phone?""","[[{""id"": ""g2.0"", ""content"": ""on computer""}, {""id"": ""g0.0"", ""content"": ""on laptop""}, {""id"": ""g0.1"", ""content"": ""on right laptop""}], [{""id"": ""g4.0"", ""content"": ""on table""}]]","[""What device is the phone on?"", ""What furniture is the phone on?""]",false,,,A005,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,321960001,placeholder,placeholder,placeholder
476697,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:08 PDT 2022,10,3600,30BUDKLTXE0091QL1GR6M0KLUIW5E9,A006,Fri Apr 08 16:19:25 PDT 2022,Fri Apr 08 16:20:22 PDT 2022,57,"[[{""id"": ""g0.0"", ""content"": ""on laptop""}, {""id"": ""g0.1"", ""content"": ""on right laptop""}], [{""id"": ""g1.0"", ""content"": ""there is none""}], [{""id"": ""g2.0"", ""content"": ""on computer""}], [{""id"": ""g3.0"", ""content"": ""na""}], [{""id"": ""g4.0"", ""content"": ""on table""}], [{""id"": ""g5.0"", ""content"": ""wall""}]]","[""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000321960.jpg""","""Where is the phone?""","[[{""id"":""g0.0"",""content"":""on laptop""},{""id"":""g0.1"",""content"":""on right laptop""},{""id"":""g2.0"",""content"":""on computer""}],[{""id"":""g4.0"",""content"":""on table""}]]","[""What is the phone sitting directly on?"",""What furniture is the phone on?""]",false,,"""All answer the same question""",A006,BatchId:4710906;OriginalHitTemplateId:928390828;,Mon Apr 11 16:20:22 PDT 2022,100% (41/41),100% (289/289),,,"images, questions, language",,Approved,Fri Apr 15 12:36:08 PDT 2022,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,100% (41/41),Mon Apr 11 16:20:51 PDT 2022,,259200,321960001,,$0.10,
476697,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22359,A007,Sat Feb 26 20:37:36 UTC 2022,Sat Feb 26 20:41:36 UTC 2022,240,"[[{""id"": ""g0.0"", ""content"": ""on table""}], [{""id"": ""g1.0"", ""content"": ""on paper""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug on newspaper""}, {""id"": ""g2.1"", ""content"": ""on newspaper""}], [{""id"": ""g3.0"", ""content"": ""behind plate""}, {""id"": ""g3.1"", ""content"": ""above plate""}], [{""id"": ""g4.0"", ""content"": ""next to cup""}, {""id"": ""g4.1"", ""content"": ""next to drink""}]]","[""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?"", ""Where is the phone?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000321960.jpg""","""Where is the phone?""","[[{""id"":""g0.0"",""content"":""on table""}],[{""id"":""g1.0"",""content"":""on paper""},{""id"":""g2.0"",""content"":""by coffee mug on newspaper""},{""id"":""g2.1"",""content"":""on newspaper""}],[{""id"":""g3.0"",""content"":""behind plate""},{""id"":""g3.1"",""content"":""above plate""}],[{""id"":""g4.1"",""content"":""next to drink""},{""id"":""g4.0"",""content"":""next to cup""}]]","[""On what are the phone and the newspaper? ?"",""Where is the phone directly touching?"",""Where is the phone relative to the plate?"",""Where is the phone next to aside from the plate?""]",false,,"""All answer the same question""",A007,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,321960001,placeholder,placeholder,placeholder
476699,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22198,A001,Thu Feb 24 13:15:17 UTC 2022,Thu Feb 24 13:15:35 UTC 2022,18,"[[{""id"": ""g0.0"", ""content"": ""in food""}, {""id"": ""g0.1"", ""content"": ""on top of food item""}, {""id"": ""g0.2"", ""content"": ""cutting food""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000385276.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in food""},{""id"":""g0.1"",""content"":""on top of food item""},{""id"":""g0.2"",""content"":""cutting food""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""}]]","[""Where is the knife blade?"",""Where is the knife handle?""]",false,,"""All answer the same question""",A001,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,385276000,placeholder,placeholder,placeholder
476699,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A005,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""in butter tray""}, {""id"": ""g0.1"", ""content"": ""next to butter""}, {""id"": ""g0.2"", ""content"": ""with butter""}, {""id"": ""g0.3"", ""content"": ""beside butter""}, {""id"": ""g0.4"", ""content"": ""by butter""}], [{""id"": ""g1.0"", ""content"": ""butter""}], [{""id"": ""g2.0"", ""content"": ""on table""}]]","[""Where is the knife?"", ""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000385276.jpg""","""Where is the knife?""","[[{""id"": ""g0.1"", ""content"": ""next to butter""}, {""id"": ""g0.2"", ""content"": ""with butter""}, {""id"": ""g0.3"", ""content"": ""beside butter""}, {""id"": ""g0.4"", ""content"": ""by butter""}], [{""id"": ""g1.0"", ""content"": ""butter""}], [{""id"": ""g0.0"", ""content"": ""in butter tray""}]]","[""What is the knife near?"", ""What kind of knife shown?"", ""What is the knife in?""]",false,,,A005,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,385276000,placeholder,placeholder,placeholder
476699,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:08 PDT 2022,10,3600,3W8CV64QJ34VUYJZU7CTJJM08U7H9S,A006,Fri Apr 08 16:24:44 PDT 2022,Fri Apr 08 16:25:12 PDT 2022,28,"[[{""id"": ""g0.0"", ""content"": ""in butter tray""}, {""id"": ""g0.1"", ""content"": ""next to butter""}, {""id"": ""g0.2"", ""content"": ""with butter""}, {""id"": ""g0.3"", ""content"": ""beside butter""}, {""id"": ""g0.4"", ""content"": ""by butter""}], [{""id"": ""g1.0"", ""content"": ""butter""}], [{""id"": ""g2.0"", ""content"": ""on table""}]]","[""Where is the knife?"", ""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000385276.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in butter tray""},{""id"":""g1.0"",""content"":""butter""},{""id"":""g0.1"",""content"":""next to butter""},{""id"":""g0.2"",""content"":""with butter""},{""id"":""g0.3"",""content"":""beside butter""},{""id"":""g0.4"",""content"":""by butter""}],[{""id"":""g2.0"",""content"":""on table""}]]","[""What is the knife next to?"",""What furniture is the knife on?""]",false,,"""All answer the same question""",A006,BatchId:4710906;OriginalHitTemplateId:928390828;,Mon Apr 11 16:25:12 PDT 2022,100% (41/41),100% (289/289),,,"images, questions, language",,Approved,Fri Apr 15 12:36:08 PDT 2022,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,100% (41/41),Mon Apr 11 16:25:51 PDT 2022,,259200,385276000,,$0.10,
476699,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22366,A007,Sat Feb 26 20:41:43 UTC 2022,Sat Feb 26 20:42:17 UTC 2022,34,"[[{""id"": ""g0.0"", ""content"": ""in food""}, {""id"": ""g0.1"", ""content"": ""on top of food item""}, {""id"": ""g0.2"", ""content"": ""cutting food""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000385276.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in food""},{""id"":""g0.1"",""content"":""on top of food item""},{""id"":""g0.2"",""content"":""cutting food""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""}]]","[""Where is the knife cutting?"",""What is the knife being held by?""]",false,,"""All answer the same question""",A007,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,385276000,placeholder,placeholder,placeholder
476700,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A004,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""can't see them""}, {""id"": ""g0.1"", ""content"": ""i can't tell""}], [{""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}], [{""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g2.1"", ""content"": ""no shown""}], [{""id"": ""g3.0"", ""content"": ""black""}], [{""id"": ""g4.0"", ""content"": ""white""}]]","[""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000217591.jpg""","""What color are the boy's shoes?""","[[{""id"": ""g0.0"", ""content"": ""can't see them""}, {""id"": ""g0.1"", ""content"": ""i can't tell""}], [{""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}], [{""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g2.1"", ""content"": ""no shown""}]]","[""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?""]",false,,,A004,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,217591002,placeholder,placeholder,placeholder
476700,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A003,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""can't see them""}, {""id"": ""g0.1"", ""content"": ""i can't tell""}], [{""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}], [{""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g2.1"", ""content"": ""no shown""}], [{""id"": ""g3.0"", ""content"": ""black""}], [{""id"": ""g4.0"", ""content"": ""white""}]]","[""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?"", ""What color are the boy's shoes?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000217591.jpg""","""What color are the boy's shoes?""","[[{""id"": ""g0.0"", ""content"": ""can't see them""}, {""id"": ""g2.1"", ""content"": ""no shown""}, {""id"": ""g2.0"", ""content"": ""none""}, {""id"": ""g1.0"", ""content"": ""shoes are not visible""}, {""id"": ""g1.1"", ""content"": ""no shoes""}, {""id"": ""g0.1"", ""content"": ""i can't tell""}], [{""id"": ""g3.0"", ""content"": ""black""}, {""id"": ""g4.0"", ""content"": ""white""}]]","[""What color are the boy's shoes shown?"", ""What color are the boy's shoes possibly?""]",false,,,A003,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,217591002,placeholder,placeholder,placeholder
476702,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A004,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""purple""}, {""id"": ""g0.1"", ""content"": ""pink""}, {""id"": ""g0.2"", ""content"": ""fuschia""}], [{""id"": ""g1.0"", ""content"": ""red""}, {""id"": ""g1.1"", ""content"": ""pink, black, blue, white""}, {""id"": ""g1.2"", ""content"": ""pink, blue, black and white""}, {""id"": ""g1.3"", ""content"": ""pink blue white and black""}, {""id"": ""g1.4"", ""content"": ""pink, white , black, and blue""}]]","[""What color is her dress?"", ""What color is her dress?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000227713.jpg""","""What color is her dress?""","[[{""id"": ""g0.0"", ""content"": ""purple""}, {""id"": ""g0.1"", ""content"": ""pink""}, {""id"": ""g0.2"", ""content"": ""fuschia""}], [{""id"": ""g1.1"", ""content"": ""pink, black, blue, white""}, {""id"": ""g1.2"", ""content"": ""pink, blue, black and white""}, {""id"": ""g1.3"", ""content"": ""pink blue white and black""}, {""id"": ""g1.4"", ""content"": ""pink, white , black, and blue""}]]","[""What is the main color of her dress?"", ""What 4 colors is her dress?""]",false,,,A004,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,227713000,placeholder,placeholder,placeholder
476704,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22203,A001,Thu Feb 24 13:16:00 UTC 2022,Thu Feb 24 13:16:15 UTC 2022,15,"[[{""id"": ""g0.0"", ""content"": ""in cake""}, {""id"": ""g0.1"", ""content"": ""slicing cake""}, {""id"": ""g0.2"", ""content"": ""above cake""}, {""id"": ""g0.3"", ""content"": ""on cake""}, {""id"": ""g0.4"", ""content"": ""cutting cake""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}, {""id"": ""g1.2"", ""content"": ""right hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000385276.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in cake""},{""id"":""g0.1"",""content"":""slicing cake""},{""id"":""g0.2"",""content"":""above cake""},{""id"":""g0.3"",""content"":""on cake""},{""id"":""g0.4"",""content"":""cutting cake""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""},{""id"":""g1.2"",""content"":""right hand""}]]","[""Where is the knife blade?"",""Where is the knife handle?""]",false,,"""All answer the same question""",A001,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,385276000,placeholder,placeholder,placeholder
476704,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22372,A007,Sat Feb 26 20:42:50 UTC 2022,Sat Feb 26 20:43:29 UTC 2022,39,"[[{""id"": ""g0.0"", ""content"": ""in cake""}, {""id"": ""g0.1"", ""content"": ""slicing cake""}, {""id"": ""g0.2"", ""content"": ""above cake""}, {""id"": ""g0.3"", ""content"": ""on cake""}, {""id"": ""g0.4"", ""content"": ""cutting cake""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}, {""id"": ""g1.2"", ""content"": ""right hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000385276.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in cake""},{""id"":""g0.1"",""content"":""slicing cake""},{""id"":""g0.2"",""content"":""above cake""},{""id"":""g0.3"",""content"":""on cake""},{""id"":""g0.4"",""content"":""cutting cake""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""},{""id"":""g1.2"",""content"":""right hand""}]]","[""Where is the knife being pushed through?"",""What is the knife being held by?""]",false,,"""All answer the same question""",A007,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,385276000,placeholder,placeholder,placeholder
476706,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A002,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""no bird""}, {""id"": ""g0.1"", ""content"": ""not bird""}], [{""id"": ""g1.0"", ""content"": ""snake""}], [{""id"": ""g2.0"", ""content"": ""fake""}], [{""id"": ""g3.0"", ""content"": ""swann""}], [{""id"": ""g4.0"", ""content"": ""swan""}], [{""id"": ""g5.0"", ""content"": ""towel""}]]","[""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000177837.jpg""","""What kind of bird is this?""","[[{""id"": ""g1.0"", ""content"": ""snake""}, {""id"": ""g4.0"", ""content"": ""swan""}, {""id"": ""g3.0"", ""content"": ""swann""}], [{""id"": ""g5.0"", ""content"": ""towel""}]]","[""What kind of animal is this?"", ""What kind of bird is this?""]",false,,,A002,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,177837002,placeholder,placeholder,placeholder
476706,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A004,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""no bird""}, {""id"": ""g0.1"", ""content"": ""not bird""}], [{""id"": ""g1.0"", ""content"": ""snake""}], [{""id"": ""g2.0"", ""content"": ""fake""}], [{""id"": ""g3.0"", ""content"": ""swann""}], [{""id"": ""g4.0"", ""content"": ""swan""}], [{""id"": ""g5.0"", ""content"": ""towel""}]]","[""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000177837.jpg""","""What kind of bird is this?""","[[{""id"": ""g0.1"", ""content"": ""not bird""}, {""id"": ""g0.0"", ""content"": ""no bird""}, {""id"": ""g1.0"", ""content"": ""snake""}, {""id"": ""g3.0"", ""content"": ""swann""}, {""id"": ""g4.0"", ""content"": ""swan""}], [{""id"": ""g5.0"", ""content"": ""towel""}]]","[""What kind of bird is this a representation of ?"", ""What is the bird made of?""]",false,,,A004,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,177837002,placeholder,placeholder,placeholder
476706,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,A003,placeholder,placeholder,placeholder,"[[{""id"": ""g0.0"", ""content"": ""no bird""}, {""id"": ""g0.1"", ""content"": ""not bird""}], [{""id"": ""g1.0"", ""content"": ""snake""}], [{""id"": ""g2.0"", ""content"": ""fake""}], [{""id"": ""g3.0"", ""content"": ""swann""}], [{""id"": ""g4.0"", ""content"": ""swan""}], [{""id"": ""g5.0"", ""content"": ""towel""}]]","[""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000177837.jpg""","""What kind of bird is this?""","[[{""id"": ""g0.0"", ""content"": ""no bird""}, {""id"": ""g0.1"", ""content"": ""not bird""}], [{""id"": ""g3.0"", ""content"": ""swann""}, {""id"": ""g4.0"", ""content"": ""swan""}]]","[""What kind of bird is this or what?"", ""What kind of bird is this like?""]",false,,,A003,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,177837002,placeholder,placeholder,placeholder
